model_key,country,axis,intercept_1,N,C,P,NC,NP,CP,NCP
anthropic-haiku45,Kenya,trait,-0.5558206444764315,-0.1373265360835137,0.1373265360835137,0.1373265360835137,-0.1373265360835137,-0.1373265360835137,0.1373265360835137,-0.1373265360835137
anthropic-haiku45,Mexico,domain,0.2618081054223063,-0.40564914164819676,0.40564914164819676,-0.1938246765513959,-0.40564914164819676,0.19382467655139585,-0.19382467655139585,-0.355481467782659
anthropic-haiku45,Mexico,role,2.275241876158935,-0.23123626765556743,0.009410468905341751,0.13322574571156154,-0.16417027100689746,0.34849729009332653,0.06615974906289168,0.08860005303866414
anthropic-haiku45,Mexico,trait,-0.4184941083929179,-2.7755575615628914e-17,-0.2746530721670274,-1.3877787807814457e-17,2.7755575615628914e-17,0.2746530721670274,1.3877787807814457e-17,-0.2746530721670274
anthropic-haiku45,Morocco,domain,0.2909573413182702,-0.307091971602663,-0.22297391244735976,-0.30709197160266305,0.09526750650586209,0.1793855656611653,0.09526750650586215,0.5817450437696905
anthropic-haiku45,Morocco,role,2.1376036395521893,0.08217090664081605,-0.05942796208938428,-0.3781134308929201,0.06827844385211335,-0.082170906640816,0.059427962089384334,0.18713436803088196
anthropic-haiku45,Morocco,trait,-0.5558206444764315,0.13732653608351372,0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137,0.1373265360835137
anthropic-haiku45,Nigeria,domain,0.389514511363804,-0.19382467655139585,-0.27794273570669914,-0.8080086197567219,0.19382467655139585,-0.08082839561563161,0.0032896635396716806,0.08082839561563156
anthropic-haiku45,Nigeria,role,2.0761946490580168,-0.137500570222312,0.1328420503360888,-0.30231197744337807,0.11791224166068331,-0.031969356884977096,-0.046899165560382705,-0.10351977870531387
anthropic-haiku45,Nigeria,trait,-0.6931471805599453,2.7755575615628914e-17,0.0,0.0,0.0,0.0,0.0,0.0
anthropic-haiku45,Pakistan,domain,-0.4184941083929179,-0.2746530721670274,0.0,-0.2746530721670274,0.0,0.2746530721670274,-1.3877787807814457e-17,1.3877787807814457e-17
anthropic-haiku45,Pakistan,role,1.9732120080157343,-0.05596223396642963,-0.18291562729042948,0.27778803271665536,0.09423123114080284,0.24541528694477605,0.42798149782388784,-0.038910171459796306
